Channel,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Taxes
Crabtree Valley Mall,Uncategorized,6,$72.03 ,0,$0.00 ,$0.00 ,$72.03 ,$5.22 
Crabtree Valley Mall,2 hounds,6,$219.02 ,0,$0.00 ,$0.00 ,$219.02 ,$15.89 
Crabtree Valley Mall,Answers,1,$7.49 ,0,$0.00 ,$0.00 ,$7.49 ,$0.54 
Crabtree Valley Mall,Ark Naturals,23,$227.77 ,0,$0.00 ,$0.00 ,$227.77 ,$16.49 
Crabtree Valley Mall,Aroma Paws,25,$374.75 ,0,$0.00 ,($7.49),$367.26 ,$26.65 
Crabtree Valley Mall,Austin & Kat,9,$205.91 ,0,$0.00 ,($32.00),$173.91 ,$12.61 
Crabtree Valley Mall,Barker's Bowtique,15,$177.85 ,0,$0.00 ,$0.00 ,$177.85 ,$12.90 
Crabtree Valley Mall,Baydog,13,$338.87 ,0,$0.00 ,$0.00 ,$338.87 ,$24.57 
Crabtree Valley Mall,Baylee Nasco,4,$384.96 ,0,$0.00 ,($129.99),$254.97 ,$18.47 
Crabtree Valley Mall,Big Spoon Roasters,1,$12.99 ,0,$0.00 ,$0.00 ,$12.99 ,$0.94 
Crabtree Valley Mall,Bitter Apple,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.65 
Crabtree Valley Mall,Bocce's Bakery,38,$323.62 ,0,$0.00 ,($20.00),$303.62 ,$22.07 
Crabtree Valley Mall,Body Parts,1542,"$5,141.56 ",0,$0.00 ,($33.01),"$5,108.55 ",$370.32 
Crabtree Valley Mall,Bones & Co,62,$639.88 ,0,$0.00 ,($34.99),$604.89 ,$43.88 
Crabtree Valley Mall,Bradley Caldwell,183,$699.17 ,-3,($8.97),($0.48),$689.72 ,$50.03 
Crabtree Valley Mall,Brightkins,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.17 
Crabtree Valley Mall,Brilliant Salmon Oil,5,$94.95 ,0,$0.00 ,$0.00 ,$94.95 ,$6.89 
Crabtree Valley Mall,Bubba Rose,11,$142.93 ,0,$0.00 ,$0.00 ,$142.93 ,$10.34 
Crabtree Valley Mall,Butcher's Block,25,$771.75 ,-1,($19.99),$0.00 ,$751.76 ,$54.53 
Crabtree Valley Mall,Calm Paws,1,$44.99 ,0,$0.00 ,$0.00 ,$44.99 ,$3.26 
Crabtree Valley Mall,Canine Caviar,27,$187.73 ,0,$0.00 ,$0.00 ,$187.73 ,$13.60 
Crabtree Valley Mall,Canophera,51,$879.49 ,-1,($12.99),$0.00 ,$866.50 ,$62.80 
Crabtree Valley Mall,Carna4,2,$45.98 ,0,$0.00 ,$0.00 ,$45.98 ,$3.34 
Crabtree Valley Mall,Cat,10,$9.90 ,0,$0.00 ,$0.00 ,$9.90 ,$0.71 
Crabtree Valley Mall,Chasing Our Tails,3,$37.97 ,0,$0.00 ,$0.00 ,$37.97 ,$2.76 
Crabtree Valley Mall,Chilly Dog,57,$260.43 ,0,$0.00 ,$0.00 ,$260.43 ,$18.94 
Crabtree Valley Mall,Chocolate Detox,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.45 
Crabtree Valley Mall,Coastal,24,$354.76 ,0,$0.00 ,$0.00 ,$354.76 ,$25.72 
Crabtree Valley Mall,Colorado Pet Treats,16,$261.34 ,0,$0.00 ,$0.00 ,$261.34 ,$18.97 
Crabtree Valley Mall,Core,4,$99.96 ,0,$0.00 ,$0.00 ,$99.96 ,$7.24 
Crabtree Valley Mall,Cost Less Distributing,2,$19.98 ,0,$0.00 ,$0.00 ,$19.98 ,$1.46 
Crabtree Valley Mall,Crump's Naturals,23,$261.77 ,0,$0.00 ,($4.00),$257.77 ,$18.70 
Crabtree Valley Mall,DOOG USA,7,$174.93 ,0,$0.00 ,($35.00),$139.93 ,$10.15 
Crabtree Valley Mall,DOYENWORLD,1,$6.99 ,0,$0.00 ,$0.00 ,$6.99 ,$0.51 
Crabtree Valley Mall,Darford,329,$161.21 ,0,$0.00 ,$0.00 ,$161.21 ,$11.68 
Crabtree Valley Mall,Dexypaws,20,$353.80 ,0,$0.00 ,($2.85),$350.95 ,$25.48 
Crabtree Valley Mall,Dezi & Roo,44,$293.56 ,0,$0.00 ,$0.00 ,$293.56 ,$21.25 
Crabtree Valley Mall,Dog Treats,10,$222.90 ,0,$0.00 ,$0.00 ,$222.90 ,$16.15 
Crabtree Valley Mall,Dogline,6,$239.94 ,0,$0.00 ,$0.00 ,$239.94 ,$17.40 
Crabtree Valley Mall,Dooloop,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.65 
Crabtree Valley Mall,Earth Animal,10,$144.90 ,0,$0.00 ,($21.98),$122.92 ,$8.89 
Crabtree Valley Mall,Earth Rated,16,$124.84 ,0,$0.00 ,$0.00 ,$124.84 ,$9.06 
Crabtree Valley Mall,Earthborn,12,$183.88 ,0,$0.00 ,($17.99),$165.89 ,$12.02 
Crabtree Valley Mall,Ecos,1,$7.49 ,0,$0.00 ,$0.00 ,$7.49 ,$0.54 
Crabtree Valley Mall,Ethical Cat,24,$137.76 ,0,$0.00 ,$0.00 ,$137.76 ,$9.97 
Crabtree Valley Mall,Eurodog,16,$123.85 ,0,$0.00 ,$0.00 ,$123.85 ,$8.97 
Crabtree Valley Mall,Evanger'S,17,$56.13 ,0,$0.00 ,$0.00 ,$56.13 ,$4.07 
Crabtree Valley Mall,Ezydog,18,$699.32 ,-2,($75.98),$0.00 ,$623.34 ,$45.20 
Crabtree Valley Mall,Flexi,7,$178.93 ,0,$0.00 ,$0.00 ,$178.93 ,$12.98 
Crabtree Valley Mall,Fluff & Tuff,153,"$2,639.47 ",0,$0.00 ,($10.00),"$2,629.47 ",$190.64 
Crabtree Valley Mall,From The Field,165,$610.35 ,0,$0.00 ,$0.00 ,$610.35 ,$44.27 
Crabtree Valley Mall,Fromm,35,$295.65 ,0,$0.00 ,($0.90),$294.75 ,$21.35 
Crabtree Valley Mall,Front Porch Pets,3,$44.97 ,0,$0.00 ,$0.00 ,$44.97 ,$3.27 
Crabtree Valley Mall,Fruitables,41,$287.59 ,0,$0.00 ,($4.99),$282.60 ,$20.48 
Crabtree Valley Mall,FuzzYard,3,$44.97 ,0,$0.00 ,$0.00 ,$44.97 ,$3.26 
Crabtree Valley Mall,Gaines Family Farms,6,$83.94 ,0,$0.00 ,$0.00 ,$83.94 ,$6.08 
Crabtree Valley Mall,Giftable World,25,$362.75 ,0,$0.00 ,$0.00 ,$362.75 ,$26.32 
Crabtree Valley Mall,Go Cat Feathers,54,$529.46 ,0,$0.00 ,$0.00 ,$529.46 ,$38.40 
Crabtree Valley Mall,Goli Design,9,$98.91 ,0,$0.00 ,$0.00 ,$98.91 ,$7.19 
Crabtree Valley Mall,GoughNuts,2,$99.98 ,0,$0.00 ,$0.00 ,$99.98 ,$7.26 
Crabtree Valley Mall,Grandma Lynch,19,$189.81 ,0,$0.00 ,($3.00),$186.81 ,$13.56 
Crabtree Valley Mall,Green Element,7,$196.93 ,0,$0.00 ,$0.00 ,$196.93 ,$14.28 
Crabtree Valley Mall,Green Pet,4,$224.96 ,0,$0.00 ,$0.00 ,$224.96 ,$16.31 
Crabtree Valley Mall,Growl,1,$16.99 ,0,$0.00 ,$0.00 ,$16.99 ,$1.23 
Crabtree Valley Mall,HPZ Pet Rover,1,$389.99 ,0,$0.00 ,($97.50),$292.49 ,$21.21 
Crabtree Valley Mall,Happy Howie's,203,$441.47 ,0,$0.00 ,$0.00 ,$441.47 ,$31.98 
Crabtree Valley Mall,Haute Diggity Dog,1,$5.00 ,0,$0.00 ,$0.00 ,$5.00 ,$0.36 
Crabtree Valley Mall,Himal Dog Treat,3,$22.97 ,0,$0.00 ,$0.00 ,$22.97 ,$1.66 
Crabtree Valley Mall,Home Range,60,$479.41 ,0,$0.00 ,$0.00 ,$479.41 ,$34.80 
Crabtree Valley Mall,Homeopet,4,$63.96 ,0,$0.00 ,$0.00 ,$63.96 ,$4.63 
Crabtree Valley Mall,Hot Cat,14,$142.86 ,0,$0.00 ,$0.00 ,$142.86 ,$10.37 
Crabtree Valley Mall,Hugglehounds,21,$306.79 ,0,$0.00 ,$0.00 ,$306.79 ,$22.24 
Crabtree Valley Mall,Hugsmart,2,$20.98 ,0,$0.00 ,$0.00 ,$20.98 ,$1.52 
Crabtree Valley Mall,Huxley & Kent,29,$366.71 ,-1,($19.99),($15.00),$331.72 ,$24.04 
Crabtree Valley Mall,Icelandic+,47,$270.53 ,0,$0.00 ,$0.00 ,$270.53 ,$19.63 
Crabtree Valley Mall,Imagine That Design,1,$53.99 ,0,$0.00 ,$0.00 ,$53.99 ,$3.92 
Crabtree Valley Mall,Inaba,40,$179.60 ,0,$0.00 ,($2.24),$177.36 ,$12.87 
Crabtree Valley Mall,Inclover,15,$318.85 ,0,$0.00 ,($3.00),$315.85 ,$22.88 
Crabtree Valley Mall,India Collars,1,$29.99 ,-2,($64.98),$0.00 ,($34.99),($2.54)
Crabtree Valley Mall,Injoya,1,$17.99 ,0,$0.00 ,$0.00 ,$17.99 ,$1.30 
Crabtree Valley Mall,Jolly,3,$68.97 ,0,$0.00 ,$0.00 ,$68.97 ,$5.00 
Crabtree Valley Mall,K9 Granola Factory,109,$669.92 ,0,$0.00 ,$0.00 ,$669.92 ,$48.58 
Crabtree Valley Mall,KOHA,15,$35.85 ,0,$0.00 ,($9.24),$26.61 ,$1.93 
Crabtree Valley Mall,Kennel Master,4,$83.96 ,0,$0.00 ,$0.00 ,$83.96 ,$6.08 
Crabtree Valley Mall,Kitty Boinks,18,$28.32 ,0,$0.00 ,$0.00 ,$28.32 ,$2.04 
Crabtree Valley Mall,Kong,107,"$1,317.93 ",0,$0.00 ,($6.00),"$1,311.93 ",$95.09 
Crabtree Valley Mall,Lambwolf,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.45 
Crabtree Valley Mall,Lord Jameison,1,$14.99 ,0,$0.00 ,$0.00 ,$14.99 ,$1.09 
Crabtree Valley Mall,Lupine,146,"$2,504.04 ",-4,($70.96),$0.00 ,"$2,433.08 ",$176.42 
Crabtree Valley Mall,MYOS,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.17 
Crabtree Valley Mall,Magic Carpet,4,$239.96 ,0,$0.00 ,$0.00 ,$239.96 ,$17.40 
Crabtree Valley Mall,Magic Cat Co,4,$43.96 ,0,$0.00 ,$0.00 ,$43.96 ,$3.19 
Crabtree Valley Mall,Messy Mutts,30,$499.70 ,0,$0.00 ,$0.00 ,$499.70 ,$36.21 
Crabtree Valley Mall,Midwest,3,$22.97 ,0,$0.00 ,$0.00 ,$22.97 ,$1.67 
Crabtree Valley Mall,Molly Mutt,2,$129.98 ,0,$0.00 ,$0.00 ,$129.98 ,$9.43 
Crabtree Valley Mall,Mountain Dog,15,$376.85 ,0,$0.00 ,$0.00 ,$376.85 ,$27.31 
Crabtree Valley Mall,Multipet,70,$775.30 ,0,$0.00 ,$0.00 ,$775.30 ,$56.22 
Crabtree Valley Mall,Natural Immunogenics,4,$85.96 ,0,$0.00 ,($12.00),$73.96 ,$5.37 
Crabtree Valley Mall,Nature Cide,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.65 
Crabtree Valley Mall,Natures Logic,12,$280.89 ,0,$0.00 ,($24.00),$256.89 ,$18.65 
Crabtree Valley Mall,Necoichi,26,$703.24 ,0,$0.00 ,($38.50),$664.74 ,$48.22 
Crabtree Valley Mall,New Zealand Naturals,37,$379.63 ,0,$0.00 ,($29.97),$349.66 ,$25.32 
Crabtree Valley Mall,Nexderma,3,$81.97 ,0,$0.00 ,$0.00 ,$81.97 ,$5.94 
Crabtree Valley Mall,Nite Ize,5,$79.95 ,0,$0.00 ,$0.00 ,$79.95 ,$5.81 
Crabtree Valley Mall,Nocciola,43,$697.57 ,0,$0.00 ,$0.00 ,$697.57 ,$50.57 
Crabtree Valley Mall,Nordic Naturals,7,$180.93 ,0,$0.00 ,$0.00 ,$180.93 ,$13.14 
Crabtree Valley Mall,OC Raw,10,$157.90 ,0,$0.00 ,$0.00 ,$157.90 ,$11.44 
Crabtree Valley Mall,Outward Hound,56,$797.44 ,0,$0.00 ,$0.00 ,$797.44 ,$57.80 
Crabtree Valley Mall,Paws & Co,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.45 
Crabtree Valley Mall,PawzNDogz,1,$64.99 ,0,$0.00 ,$0.00 ,$64.99 ,$4.71 
Crabtree Valley Mall,Pet Adventures Worldwide,22,$376.78 ,-1,($11.99),($1.65),$363.14 ,$26.34 
Crabtree Valley Mall,Pet Friends Jewelry,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.45 
Crabtree Valley Mall,Pet Pallet,10,$65.90 ,0,$0.00 ,$0.00 ,$65.90 ,$4.78 
Crabtree Valley Mall,Pet Releaf,29,$560.71 ,0,$0.00 ,($48.00),$512.71 ,$37.15 
Crabtree Valley Mall,PetPals,6,"$1,199.94 ",0,$0.00 ,($499.99),$699.95 ,$50.74 
Crabtree Valley Mall,Petmate,118,"$1,231.82 ",0,$0.00 ,$0.00 ,"$1,231.82 ",$89.23 
Crabtree Valley Mall,Pets First Inc,2,$31.98 ,0,$0.00 ,$0.00 ,$31.98 ,$2.31 
Crabtree Valley Mall,Petsafe,41,$669.39 ,-1,($16.99),($2.55),$649.85 ,$47.08 
Crabtree Valley Mall,Petsport,13,$197.87 ,0,$0.00 ,$0.00 ,$197.87 ,$14.35 
Crabtree Valley Mall,Pill Buddies,4,$79.96 ,0,$0.00 ,$0.00 ,$79.96 ,$5.80 
Crabtree Valley Mall,Playology,35,$485.65 ,0,$0.00 ,($16.49),$469.16 ,$33.99 
Crabtree Valley Mall,Plush,32,$881.68 ,-4,($107.96),($3.90),$769.82 ,$55.80 
Crabtree Valley Mall,Polka Dog,22,$296.78 ,0,$0.00 ,($20.00),$276.78 ,$20.06 
Crabtree Valley Mall,Portland Pet Foods,2,$13.98 ,0,$0.00 ,$0.00 ,$13.98 ,$1.02 
Crabtree Valley Mall,Presido,5,$44.95 ,0,$0.00 ,($8.99),$35.96 ,$2.60 
Crabtree Valley Mall,Primal,12,$162.88 ,-2,($41.98),$0.00 ,$120.90 ,$8.75 
Crabtree Valley Mall,Project Sudz,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.72 
Crabtree Valley Mall,Pure & Natural Pet,2,$9.98 ,0,$0.00 ,$0.00 ,$9.98 ,$0.72 
Crabtree Valley Mall,QT Dog,60,$505.40 ,-2,($27.98),$0.00 ,$477.42 ,$34.62 
Crabtree Valley Mall,Quick Tag,21,$246.79 ,0,$0.00 ,$0.00 ,$246.79 ,$17.93 
Crabtree Valley Mall,RC Pets,14,$251.86 ,-3,($50.97),$0.00 ,$200.89 ,$14.57 
Crabtree Valley Mall,Raw Dynamic,7,$128.93 ,0,$0.00 ,$0.00 ,$128.93 ,$9.35 
Crabtree Valley Mall,Red Dog Bakery,480,"$1,915.20 ",0,$0.00 ,($106.72),"$1,808.48 ",$131.04 
Crabtree Valley Mall,Rompicatz,11,$188.89 ,0,$0.00 ,$0.00 ,$188.89 ,$13.69 
Crabtree Valley Mall,Ruff Dawg,9,$205.91 ,0,$0.00 ,$0.00 ,$205.91 ,$14.92 
Crabtree Valley Mall,Ruffwear,9,$434.91 ,-1,($39.99),$0.00 ,$394.92 ,$28.62 
Crabtree Valley Mall,Savage Cat,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.38 
Crabtree Valley Mall,Shepherd Boy Farms,97,"$1,529.03 ",0,$0.00 ,($250.81),"$1,278.22 ",$92.66 
Crabtree Valley Mall,Smack,7,$158.93 ,0,$0.00 ,($15.00),$143.93 ,$10.43 
Crabtree Valley Mall,Small Batch,8,$121.92 ,0,$0.00 ,($10.99),$110.93 ,$8.04 
Crabtree Valley Mall,Smalls,5,$24.95 ,0,$0.00 ,$0.00 ,$24.95 ,$1.80 
Crabtree Valley Mall,Smart Cookie,44,$498.56 ,0,$0.00 ,($43.99),$454.57 ,$32.95 
Crabtree Valley Mall,Snook's,71,$153.29 ,0,$0.00 ,$0.00 ,$153.29 ,$11.13 
Crabtree Valley Mall,Spoiled Rotten Dogz,27,$539.73 ,-1,($19.99),$0.00 ,$519.74 ,$37.70 
Crabtree Valley Mall,Springer Pets,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.18 
Crabtree Valley Mall,Springland Pets,2,$55.98 ,0,$0.00 ,$0.00 ,$55.98 ,$4.06 
Crabtree Valley Mall,SquarePet,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.36 
Crabtree Valley Mall,Sustenance Herbs,3,$61.97 ,0,$0.00 ,$0.00 ,$61.97 ,$4.49 
Crabtree Valley Mall,The Avalon Society,3,$86.97 ,0,$0.00 ,($29.99),$56.98 ,$4.14 
Crabtree Valley Mall,The Honest Kitchen,1,$12.99 ,0,$0.00 ,$0.00 ,$12.99 ,$0.94 
Crabtree Valley Mall,The Lazy Dog Cookie Co,4,$35.96 ,0,$0.00 ,($7.99),$27.97 ,$2.02 
Crabtree Valley Mall,The Rabbit Tap,232,$966.68 ,0,$0.00 ,$0.00 ,$966.68 ,$70.04 
Crabtree Valley Mall,Thunderworks,11,$249.89 ,0,$0.00 ,($14.99),$234.90 ,$17.02 
Crabtree Valley Mall,Toys,131,$650.01 ,0,$0.00 ,($0.75),$649.26 ,$46.90 
Crabtree Valley Mall,Travel Cat,4,$608.97 ,0,$0.00 ,$0.00 ,$608.97 ,$44.16 
Crabtree Valley Mall,Tropiclean,6,$41.94 ,0,$0.00 ,$0.00 ,$41.94 ,$3.04 
Crabtree Valley Mall,TrueBlue Pets,9,$137.91 ,0,$0.00 ,($12.00),$125.91 ,$9.14 
Crabtree Valley Mall,Tuckers,5,$48.95 ,0,$0.00 ,$0.00 ,$48.95 ,$3.55 
Crabtree Valley Mall,Tuesday's Natural Dog Co,126,"$1,379.74 ",0,$0.00 ,($1.80),"$1,377.94 ",$99.81 
Crabtree Valley Mall,Tulum Handmade,11,$297.89 ,-1,($29.99),($10.49),$257.41 ,$18.67 
Crabtree Valley Mall,Ultra Oil,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.81 
Crabtree Valley Mall,Up Country,2,$51.98 ,0,$0.00 ,$0.00 ,$51.98 ,$3.76 
Crabtree Valley Mall,VIP,34,$643.66 ,0,$0.00 ,$0.00 ,$643.66 ,$46.66 
Crabtree Valley Mall,Vee Enterprises,26,$128.24 ,0,$0.00 ,$0.00 ,$128.24 ,$9.30 
Crabtree Valley Mall,Vet's Best,5,$49.95 ,0,$0.00 ,$0.00 ,$49.95 ,$3.63 
Crabtree Valley Mall,Vintage Life,2,$19.98 ,0,$0.00 ,$0.00 ,$19.98 ,$1.46 
Crabtree Valley Mall,Vital Essentials,244,"$1,529.16 ",-2,($11.98),($18.74),"$1,498.44 ",$108.68 
Crabtree Valley Mall,Wag & Brite,40,$619.60 ,0,$0.00 ,$0.00 ,$619.60 ,$44.87 
Crabtree Valley Mall,Walking Palm,1,$49.99 ,0,$0.00 ,$0.00 ,$49.99 ,$3.62 
Crabtree Valley Mall,Wee-Wee,2,$29.98 ,-1,($13.99),$0.00 ,$15.99 ,$1.16 
Crabtree Valley Mall,Weruva,29,$54.61 ,0,$0.00 ,$0.00 ,$54.61 ,$3.92 
Crabtree Valley Mall,West Paw,38,$632.62 ,0,$0.00 ,($16.19),$616.43 ,$44.70 
Crabtree Valley Mall,Wholistic Pet Organics,3,$81.97 ,0,$0.00 ,$0.00 ,$81.97 ,$5.93 
Crabtree Valley Mall,Wicks For Wags,4,$59.96 ,0,$0.00 ,($14.99),$44.97 ,$3.27 
Crabtree Valley Mall,Wild Meadow Farms,33,$420.67 ,0,$0.00 ,($5.30),$415.37 ,$30.07 
Crabtree Valley Mall,Winnie Lou,36,$396.64 ,0,$0.00 ,$0.00 ,$396.64 ,$28.77 
Crabtree Valley Mall,Woof,51,$770.49 ,0,$0.00 ,$0.00 ,$770.49 ,$55.85 
Crabtree Valley Mall,Yeowww,120,"$1,117.30 ",0,$0.00 ,$0.00 ,"$1,117.30 ",$80.93 
Crabtree Valley Mall,Yeti,14,$180.86 ,0,$0.00 ,$0.00 ,$180.86 ,$13.10 
Crabtree Valley Mall,Zenta,215,$320.35 ,0,$0.00 ,($4.65),$315.70 ,$22.91 
Crabtree Valley Mall,Zippy Paws,12,$191.88 ,0,$0.00 ,($3.60),$188.28 ,$13.65 
Parkway Plaza,Uncategorized,1,$5.09 ,0,$0.00 ,$0.00 ,$5.09 ,$0.00 
Parkway Plaza,2 hounds,6,$265.94 ,-2,($85.98),($13.49),$166.47 ,$12.47 
Parkway Plaza,A Pup Above,10,$783.90 ,0,$0.00 ,($84.99),$698.91 ,$52.44 
Parkway Plaza,Adored Beast,3,$115.97 ,0,$0.00 ,$0.00 ,$115.97 ,$8.70 
Parkway Plaza,Ark Naturals,10,$229.90 ,0,$0.00 ,($17.98),$211.92 ,$15.88 
Parkway Plaza,Aroma Paws,15,$273.85 ,0,$0.00 ,$0.00 ,$273.85 ,$20.53 
Parkway Plaza,Austin & Kat,14,$565.86 ,0,$0.00 ,($160.48),$405.38 ,$30.40 
Parkway Plaza,B&B Creations,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.75 
Parkway Plaza,Barker's Bowtique,9,$100.91 ,-1,($23.99),($5.70),$71.22 ,$5.35 
Parkway Plaza,Baydog,4,$90.96 ,-1,($20.99),($12.50),$57.47 ,$4.31 
Parkway Plaza,Big Spoon Roasters,4,$51.96 ,0,$0.00 ,$0.00 ,$51.96 ,$3.89 
Parkway Plaza,Bocce's Bakery,13,$115.87 ,0,$0.00 ,($13.30),$102.57 ,$7.67 
Parkway Plaza,Body Parts,701,"$2,489.31 ",-3,($11.97),($75.52),"$2,401.82 ",$180.09 
Parkway Plaza,Bones & Co,20,$397.80 ,0,$0.00 ,($10.00),$387.80 ,$29.08 
Parkway Plaza,BoxieCat,4,$98.96 ,0,$0.00 ,($10.00),$88.96 ,$6.67 
Parkway Plaza,Bradley Caldwell,47,$168.53 ,-1,($2.99),($20.97),$144.57 ,$10.80 
Parkway Plaza,Brilliant Salmon Oil,2,$89.98 ,0,$0.00 ,$0.00 ,$89.98 ,$6.74 
Parkway Plaza,Bubba Rose,3,$40.23 ,0,$0.00 ,$0.00 ,$40.23 ,$3.02 
Parkway Plaza,Butcher's Block,40,"$1,064.60 ",-1,($7.99),($64.37),$992.24 ,$70.74 
Parkway Plaza,Calm Paws,1,$33.99 ,0,$0.00 ,$0.00 ,$33.99 ,$2.55 
Parkway Plaza,Canine Caviar,14,$691.86 ,-1,($25.99),$0.00 ,$665.87 ,$49.94 
Parkway Plaza,Canophera,10,$126.90 ,0,$0.00 ,$0.00 ,$126.90 ,$9.52 
Parkway Plaza,Carna4,13,"$1,391.87 ",-1,($169.99),$0.00 ,"$1,221.88 ",$91.64 
Parkway Plaza,Cat,24,$23.76 ,0,$0.00 ,$0.00 ,$23.76 ,$1.79 
Parkway Plaza,Chilly Dog,3,$8.97 ,0,$0.00 ,$0.00 ,$8.97 ,$0.67 
Parkway Plaza,Chocolate Detox,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.50 
Parkway Plaza,Coastal,2,$22.48 ,0,$0.00 ,$0.00 ,$22.48 ,$1.69 
Parkway Plaza,Colorado Pet Treats,10,$184.90 ,0,$0.00 ,($1.20),$183.70 ,$13.78 
Parkway Plaza,Core,3,$65.97 ,0,$0.00 ,($7.50),$58.47 ,$4.39 
Parkway Plaza,Crochet Kitty,1,$14.99 ,0,$0.00 ,$0.00 ,$14.99 ,$1.12 
Parkway Plaza,Crump's Naturals,28,$326.72 ,0,$0.00 ,($11.99),$314.73 ,$23.58 
Parkway Plaza,Dexypaws,9,$168.91 ,0,$0.00 ,($36.98),$131.93 ,$9.90 
Parkway Plaza,Dezi & Roo,8,$52.92 ,0,$0.00 ,$0.00 ,$52.92 ,$3.97 
Parkway Plaza,Diggin Your Dog,1,$13.99 ,0,$0.00 ,$0.00 ,$13.99 ,$1.05 
Parkway Plaza,Dog Treats,4,$43.96 ,0,$0.00 ,$0.00 ,$43.96 ,$3.30 
Parkway Plaza,Dog Wash,7,$120.00 ,0,$0.00 ,($20.00),$100.00 ,$0.00 
Parkway Plaza,Dogline,1,$39.99 ,0,$0.00 ,$0.00 ,$39.99 ,$3.00 
Parkway Plaza,Dr. Elsey's,3,$59.47 ,0,$0.00 ,($23.75),$35.72 ,$2.68 
Parkway Plaza,Earth Rated,28,$242.72 ,0,$0.00 ,($0.15),$242.57 ,$18.19 
Parkway Plaza,Earthborn,8,$353.92 ,-1,($77.99),($60.99),$214.94 ,$16.12 
Parkway Plaza,Ecos,3,$22.47 ,0,$0.00 ,($3.75),$18.72 ,$1.40 
Parkway Plaza,Ethical Cat,3,$19.97 ,0,$0.00 ,$0.00 ,$19.97 ,$1.49 
Parkway Plaza,Evanger'S,394,"$1,131.56 ",-4,($12.11),($5.35),"$1,114.10 ",$83.50 
Parkway Plaza,Ezydog,4,$157.96 ,-1,($37.99),$0.00 ,$119.97 ,$9.00 
Parkway Plaza,Farmina Pet Foods,3,$119.97 ,0,$0.00 ,($39.99),$79.98 ,$6.00 
Parkway Plaza,Flexi,3,$78.97 ,0,$0.00 ,($12.00),$66.97 ,$5.02 
Parkway Plaza,Fluff & Tuff,33,$571.67 ,0,$0.00 ,($19.70),$551.97 ,$40.13 
Parkway Plaza,From The Field,14,$72.36 ,-2,($17.48),$0.00 ,$54.88 ,$4.10 
Parkway Plaza,Fromm,174,"$4,335.26 ",-1,($17.99),($252.08),"$4,065.19 ",$304.80 
Parkway Plaza,Front Porch Pets,6,$107.94 ,0,$0.00 ,$0.00 ,$107.94 ,$8.09 
Parkway Plaza,Fruitables,16,$125.84 ,0,$0.00 ,$0.00 ,$125.84 ,$9.43 
Parkway Plaza,Giftable World,6,$74.94 ,0,$0.00 ,($3.30),$71.64 ,$5.38 
Parkway Plaza,Glacier Peak Holistics,1,$118.99 ,0,$0.00 ,$0.00 ,$118.99 ,$8.93 
Parkway Plaza,Go Cat Feathers,12,$106.88 ,0,$0.00 ,$0.00 ,$106.88 ,$8.03 
Parkway Plaza,Goli Design,1,$10.99 ,0,$0.00 ,$0.00 ,$10.99 ,$0.82 
Parkway Plaza,Grandma Lynch,5,$49.95 ,0,$0.00 ,($19.98),$29.97 ,$2.25 
Parkway Plaza,Green Juju,5,$83.95 ,0,$0.00 ,$0.00 ,$83.95 ,$6.29 
Parkway Plaza,Happy Howie's,52,$147.48 ,0,$0.00 ,($0.48),$147.00 ,$11.02 
Parkway Plaza,Home Range,18,$169.82 ,-1,($7.99),$0.00 ,$161.83 ,$12.15 
Parkway Plaza,Homeopet,1,$15.99 ,0,$0.00 ,$0.00 ,$15.99 ,$1.20 
Parkway Plaza,Hugglehounds,9,$97.91 ,0,$0.00 ,$0.00 ,$97.91 ,$7.33 
Parkway Plaza,Huxley & Kent,12,$150.88 ,-1,($19.99),($17.49),$113.40 ,$8.49 
Parkway Plaza,Icelandic+,15,$76.85 ,0,$0.00 ,($7.48),$69.37 ,$5.19 
Parkway Plaza,Imagine That Design,1,$30.99 ,0,$0.00 ,$0.00 ,$30.99 ,$2.32 
Parkway Plaza,Inaba,23,$103.27 ,0,$0.00 ,($15.27),$88.00 ,$6.64 
Parkway Plaza,Inclover,7,$219.93 ,0,$0.00 ,($46.50),$173.43 ,$13.01 
Parkway Plaza,Ithaca Acres,1,$10.99 ,0,$0.00 ,$0.00 ,$10.99 ,$0.82 
