Channel,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Taxes
HQ,Shepherd Boy Farms,7,$23.99 ,0,$0.00 ,$0.00 ,$23.99 ,$1.74 
HQ,The Rabbit Tap,2,$3.99 ,0,$0.00 ,$0.00 ,$3.99 ,$0.29 
HQ,Tuesday's Natural Dog Co,4,$29.96 ,0,$0.00 ,$0.00 ,$29.96 ,$2.17 
HQ,Vital Essentials,7,$28.82 ,0,$0.00 ,$0.00 ,$28.82 ,$2.08 
HQ,Yeowww,3,$37.97 ,0,$0.00 ,$0.00 ,$37.97 ,$2.76 
Front Street,2 hounds,5,$215.95 ,-2,($87.98),$0.00 ,$127.97 ,$8.96 
Front Street,A Pup Above,5,$95.95 ,0,$0.00 ,$0.00 ,$95.95 ,$6.72 
Front Street,Adored Beast,3,$95.97 ,0,$0.00 ,($9.90),$86.07 ,$6.03 
Front Street,Ark Naturals,15,$220.85 ,0,$0.00 ,$0.00 ,$220.85 ,$15.47 
Front Street,Aroma Paws,13,$194.87 ,0,$0.00 ,$0.00 ,$194.87 ,$13.65 
Front Street,Austin & Kat,32,$815.68 ,0,$0.00 ,($75.00),$740.68 ,$51.86 
Front Street,B&B Creations,17,$168.83 ,0,$0.00 ,$0.00 ,$168.83 ,$11.83 
Front Street,Barker's Bowtique,64,$631.36 ,0,$0.00 ,($3.60),$627.76 ,$43.99 
Front Street,Baydog,25,$639.75 ,0,$0.00 ,$0.00 ,$639.75 ,$44.80 
Front Street,Baylee Nasco,1,$129.99 ,0,$0.00 ,$0.00 ,$129.99 ,$9.10 
Front Street,Big Spoon Roasters,3,$38.97 ,0,$0.00 ,$0.00 ,$38.97 ,$2.73 
Front Street,Bitter Apple,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.63 
Front Street,Bocce's Bakery,39,$329.61 ,0,$0.00 ,($21.00),$308.61 ,$21.63 
Front Street,Body Parts,2157,"$7,607.79 ",-5,($19.95),($86.56),"$7,501.28 ",$525.89 
Front Street,Bones & Co,13,$209.87 ,0,$0.00 ,($9.99),$199.88 ,$14.00 
Front Street,BoxieCat,4,$90.96 ,0,$0.00 ,($10.00),$80.96 ,$5.67 
Front Street,Bradley Caldwell,259,"$1,003.41 ",0,$0.00 ,($37.38),$966.03 ,$67.74 
Front Street,Brilliant Salmon Oil,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.33 
Front Street,Bubba Rose,9,$93.21 ,0,$0.00 ,$0.00 ,$93.21 ,$6.51 
Front Street,Butcher's Block,58,"$1,189.42 ",0,$0.00 ,($98.97),"$1,090.45 ",$76.36 
Front Street,Canine Caviar,4,$52.96 ,0,$0.00 ,$0.00 ,$52.96 ,$3.70 
Front Street,Canophera,73,"$1,226.27 ",0,$0.00 ,$0.00 ,"$1,226.27 ",$85.87 
Front Street,Cat,34,$33.66 ,0,$0.00 ,$0.00 ,$33.66 ,$2.38 
Front Street,Chasing Our Tails,3,$29.97 ,0,$0.00 ,$0.00 ,$29.97 ,$2.10 
Front Street,Chilly Dog,58,$245.42 ,0,$0.00 ,$0.00 ,$245.42 ,$17.22 
Front Street,Coastal,12,$111.88 ,0,$0.00 ,$0.00 ,$111.88 ,$7.84 
Front Street,Colorado Pet Treats,47,$830.53 ,0,$0.00 ,$0.00 ,$830.53 ,$58.17 
Front Street,Core,5,$115.95 ,0,$0.00 ,$0.00 ,$115.95 ,$8.12 
Front Street,Crump's Naturals,58,$628.42 ,0,$0.00 ,($20.00),$608.42 ,$42.63 
Front Street,Dexypaws,17,$303.85 ,0,$0.00 ,$0.00 ,$303.85 ,$21.28 
Front Street,Dezi & Roo,65,$416.35 ,0,$0.00 ,$0.00 ,$416.35 ,$29.19 
Front Street,Dog Treats,8,$127.92 ,0,$0.00 ,($19.99),$107.93 ,$7.56 
Front Street,Dogline,7,$279.93 ,-2,($79.98),$0.00 ,$199.95 ,$13.99 
Front Street,Earth Animal,6,$98.94 ,-1,($13.99),$0.00 ,$84.95 ,$5.95 
Front Street,Earth Rated,66,$324.34 ,0,$0.00 ,($1.49),$322.85 ,$22.52 
Front Street,Earthborn,15,$463.85 ,0,$0.00 ,($129.98),$333.87 ,$23.38 
Front Street,Ethical Cat,39,$202.61 ,0,$0.00 ,($2.50),$200.11 ,$14.03 
Front Street,Evanger'S,206,$568.59 ,0,$0.00 ,($2.49),$566.10 ,$39.56 
Front Street,Ezydog,10,$397.90 ,0,$0.00 ,$0.00 ,$397.90 ,$27.86 
Front Street,Fera Pets,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.10 
Front Street,Flexi,9,$295.91 ,0,$0.00 ,$0.00 ,$295.91 ,$20.72 
Front Street,Fluff & Tuff,226,"$3,823.74 ",0,$0.00 ,$0.00 ,"$3,823.74 ",$267.82 
Front Street,From The Field,99,$371.51 ,0,$0.00 ,($2.25),$369.26 ,$25.84 
Front Street,Fromm,96,"$1,408.54 ",-1,($12.99),($49.99),"$1,345.56 ",$94.24 
Front Street,Front Porch Pets,3,$50.97 ,0,$0.00 ,$0.00 ,$50.97 ,$3.57 
Front Street,Fruitables,48,$352.52 ,0,$0.00 ,$0.00 ,$352.52 ,$24.71 
Front Street,Giftable World,55,$779.45 ,0,$0.00 ,$0.00 ,$779.45 ,$54.60 
Front Street,Go Cat Feathers,49,$477.51 ,0,$0.00 ,$0.00 ,$477.51 ,$33.46 
Front Street,Goli Design,11,$120.89 ,0,$0.00 ,$0.00 ,$120.89 ,$8.47 
Front Street,Grandma Lynch,20,$199.80 ,0,$0.00 ,$0.00 ,$199.80 ,$14.00 
Front Street,Green Element,5,$110.95 ,0,$0.00 ,$0.00 ,$110.95 ,$7.77 
Front Street,Green Juju,5,$87.95 ,0,$0.00 ,$0.00 ,$87.95 ,$6.16 
Front Street,Green Pet,3,$114.97 ,0,$0.00 ,$0.00 ,$114.97 ,$8.05 
Front Street,Growl,2,$33.98 ,0,$0.00 ,$0.00 ,$33.98 ,$2.38 
Front Street,Hagen,3,$17.97 ,0,$0.00 ,$0.00 ,$17.97 ,$1.26 
Front Street,Happy Howie's,449,$864.91 ,0,$0.00 ,($11.39),$853.52 ,$59.91 
Front Street,Himal Dog Treat,1,$39.99 ,0,$0.00 ,$0.00 ,$39.99 ,$2.79 
Front Street,Home Range,82,$649.18 ,0,$0.00 ,$0.00 ,$649.18 ,$45.49 
Front Street,Homeopet,8,$130.92 ,0,$0.00 ,$0.00 ,$130.92 ,$9.17 
Front Street,Hugglehounds,48,$728.52 ,0,$0.00 ,$0.00 ,$728.52 ,$51.03 
Front Street,Huxley & Kent,22,$349.78 ,-1,($19.99),$0.00 ,$329.79 ,$23.10 
Front Street,Icelandic+,99,$508.01 ,0,$0.00 ,$0.00 ,$508.01 ,$35.60 
Front Street,Imagine That Design,1,$30.99 ,0,$0.00 ,$0.00 ,$30.99 ,$2.16 
Front Street,Imagine This Design,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.35 
Front Street,Inaba,63,$282.87 ,0,$0.00 ,($2.24),$280.63 ,$19.52 
Front Street,Inclover,14,$246.86 ,0,$0.00 ,($44.49),$202.37 ,$14.17 
Front Street,Injoya,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.40 
Front Street,Instinct,1,$89.99 ,0,$0.00 ,$0.00 ,$89.99 ,$6.30 
Front Street,Ithaca Acres,1,$10.99 ,0,$0.00 ,$0.00 ,$10.99 ,$0.77 
Front Street,Jolly,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.75 
Front Street,K9 Granola Factory,154,$841.90 ,0,$0.00 ,$0.00 ,$841.90 ,$58.94 
Front Street,Kennel Master,6,$132.94 ,0,$0.00 ,$0.00 ,$132.94 ,$9.30 
Front Street,Kitty Boinks,28,$74.22 ,0,$0.00 ,$0.00 ,$74.22 ,$5.19 
Front Street,Kong,121,"$1,574.79 ",0,$0.00 ,$0.00 ,"$1,574.79 ",$110.29 
Front Street,Lambwolf,8,$190.92 ,0,$0.00 ,$0.00 ,$190.92 ,$13.37 
Front Street,Lightning Dog,8,$113.92 ,0,$0.00 ,$0.00 ,$113.92 ,$7.98 
Front Street,Lupine,64,"$1,145.36 ",-1,($17.99),$0.00 ,"$1,127.37 ",$78.96 
Front Street,Magic Cat Co,19,$157.81 ,0,$0.00 ,$0.00 ,$157.81 ,$11.05 
Front Street,Messy Mutts,37,$428.63 ,0,$0.00 ,($3.00),$425.63 ,$29.81 
Front Street,Midwest,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.75 
Front Street,Moderna,3,$69.97 ,0,$0.00 ,$0.00 ,$69.97 ,$4.90 
Front Street,Molly Mutt,3,$174.97 ,0,$0.00 ,($54.99),$119.98 ,$8.39 
Front Street,Mountain Dog,13,$359.87 ,0,$0.00 ,$0.00 ,$359.87 ,$25.20 
Front Street,Multipet,87,$877.63 ,0,$0.00 ,$0.00 ,$877.63 ,$61.47 
Front Street,Natural Immunogenics,2,$45.98 ,0,$0.00 ,$0.00 ,$45.98 ,$3.22 
Front Street,Nature Cide,2,$17.98 ,0,$0.00 ,$0.00 ,$17.98 ,$1.26 
Front Street,Nature Valley,5,$123.95 ,0,$0.00 ,($15.00),$108.95 ,$7.63 
Front Street,Natures Logic,55,"$1,005.25 ",-1,($47.99),($164.93),$792.33 ,$55.47 
Front Street,Necoichi,11,$259.89 ,0,$0.00 ,($18.00),$241.89 ,$16.93 
Front Street,New Zealand Naturals,5,$49.95 ,0,$0.00 ,$0.00 ,$49.95 ,$3.50 
Front Street,Nexderma,7,$201.93 ,0,$0.00 ,$0.00 ,$201.93 ,$14.14 
Front Street,Nocciola,41,$665.59 ,0,$0.00 ,$0.00 ,$665.59 ,$46.62 
Front Street,Nordic Naturals,5,$160.95 ,0,$0.00 ,$0.00 ,$160.95 ,$11.27 
Front Street,Nupro,1,$28.99 ,0,$0.00 ,$0.00 ,$28.99 ,$2.03 
Front Street,OC Raw,31,$882.28 ,-1,($21.99),($110.47),$749.82 ,$52.50 
Front Street,Open Farm,171,"$2,611.39 ",-1,($23.99),($142.92),"$2,444.48 ",$171.16 
Front Street,Outward Hound,36,$508.64 ,0,$0.00 ,$0.00 ,$508.64 ,$35.63 
Front Street,Pet Adventures Worldwide,16,$285.84 ,0,$0.00 ,$0.00 ,$285.84 ,$20.02 
Front Street,Pet Friends Jewelry,1,$19.99 ,0,$0.00 ,$0.00 ,$19.99 ,$1.40 
Front Street,Pet Pallet,8,$51.92 ,0,$0.00 ,$0.00 ,$51.92 ,$3.64 
Front Street,Pet Releaf,55,"$1,092.45 ",0,$0.00 ,($69.99),"$1,022.46 ",$71.61 
Front Street,Petmate,161,"$1,510.39 ",0,$0.00 ,($3.00),"$1,507.39 ",$105.63 
Front Street,Petsafe,20,$441.72 ,0,$0.00 ,$0.00 ,$441.72 ,$30.94 
Front Street,Petsport,12,$178.88 ,0,$0.00 ,$0.00 ,$178.88 ,$12.53 
Front Street,Pill Buddies,10,$167.90 ,0,$0.00 ,$0.00 ,$167.90 ,$11.76 
Front Street,Playology,32,$435.68 ,0,$0.00 ,$0.00 ,$435.68 ,$30.52 
Front Street,Plush,21,$588.79 ,0,$0.00 ,$0.00 ,$588.79 ,$41.22 
Front Street,Polka Dog,32,$295.68 ,0,$0.00 ,($4.00),$291.68 ,$20.40 
Front Street,Portland Pet Foods,18,$125.82 ,0,$0.00 ,($6.99),$118.83 ,$8.33 
Front Street,Presido,2,$17.98 ,0,$0.00 ,$0.00 ,$17.98 ,$1.26 
Front Street,Primal,8,$97.92 ,0,$0.00 ,$0.00 ,$97.92 ,$6.86 
Front Street,Proden,3,$59.97 ,0,$0.00 ,$0.00 ,$59.97 ,$4.20 
Front Street,Puppy Cake,6,$63.94 ,0,$0.00 ,$0.00 ,$63.94 ,$4.48 
Front Street,Pure & Natural Pet,9,$96.91 ,0,$0.00 ,$0.00 ,$96.91 ,$6.79 
Front Street,QT Dog,73,$612.27 ,0,$0.00 ,($2.70),$609.57 ,$42.72 
Front Street,Quick Tag,9,$126.91 ,0,$0.00 ,$0.00 ,$126.91 ,$8.89 
Front Street,RC Pets,28,$452.72 ,-3,($61.97),$0.00 ,$390.75 ,$27.37 
Front Street,Raw Dynamic,35,$935.65 ,0,$0.00 ,($10.99),$924.66 ,$64.74 
Front Street,Red Dog Bakery,223,$889.77 ,0,$0.00 ,($26.99),$862.78 ,$60.52 
Front Street,Rompicatz,9,$155.91 ,0,$0.00 ,$0.00 ,$155.91 ,$10.92 
Front Street,Ruff Dawg,19,$353.81 ,0,$0.00 ,$0.00 ,$353.81 ,$24.78 
Front Street,Ruffwear,5,$114.91 ,0,$0.00 ,$0.00 ,$114.91 ,$8.05 
Front Street,Savage Cat,5,$95.95 ,0,$0.00 ,$0.00 ,$95.95 ,$6.72 
Front Street,Service,27,$375.00 ,0,$0.00 ,($80.00),$295.00 ,$0.00 
Front Street,Shepherd Boy Farms,123,"$2,206.77 ",0,$0.00 ,($181.89),"$2,024.88 ",$141.81 
Front Street,Smack,9,$513.92 ,-1,($19.99),($45.00),$448.93 ,$31.43 
Front Street,Small Batch,29,$956.71 ,0,$0.00 ,($9.00),$947.71 ,$66.35 
Front Street,Smalls,37,$220.63 ,0,$0.00 ,$0.00 ,$220.63 ,$15.47 
Front Street,Smart Cookie,64,$787.36 ,-1,($9.99),($28.00),$749.37 ,$52.50 
Front Street,Snook's,100,$214.30 ,-2,($3.98),($6.87),$203.45 ,$14.26 
Front Street,Soda Pup,4,$51.96 ,0,$0.00 ,($14.95),$37.01 ,$2.58 
Front Street,Spoiled Rotten Dogz,60,"$1,235.40 ",-1,($19.99),$0.00 ,"$1,215.41 ",$85.11 
Front Street,Springland Pets,8,$223.92 ,0,$0.00 ,$0.00 ,$223.92 ,$15.68 
Front Street,Stella & Chewy's,1,$44.99 ,0,$0.00 ,$0.00 ,$44.99 ,$3.15 
Front Street,Steve's,4,$161.96 ,0,$0.00 ,$0.00 ,$161.96 ,$11.34 
Front Street,Sustainably Yours,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.75 
Front Street,Sustenance Herbs,2,$39.98 ,0,$0.00 ,$0.00 ,$39.98 ,$2.80 
Front Street,Swelll,34,$237.66 ,0,$0.00 ,($3.49),$234.17 ,$16.41 
Front Street,Taste of the Wild,11,$339.89 ,0,$0.00 ,$0.00 ,$339.89 ,$23.80 
Front Street,The Avalon Society,3,$83.97 ,0,$0.00 ,$0.00 ,$83.97 ,$5.88 
Front Street,The Honest Kitchen,1,$149.99 ,0,$0.00 ,$0.00 ,$149.99 ,$10.50 
Front Street,The Lazy Dog Cookie Co,2,$19.98 ,0,$0.00 ,$0.00 ,$19.98 ,$1.40 
Front Street,The Rabbit Tap,340,"$1,123.60 ",0,$0.00 ,($3.56),"$1,120.04 ",$78.48 
Front Street,Thunderworks,7,$196.93 ,0,$0.00 ,($10.00),$186.93 ,$13.09 
Front Street,Toys,345,"$1,725.00 ",0,$0.00 ,($7.50),"$1,717.50 ",$120.23 
Front Street,Tropiclean,5,$34.95 ,0,$0.00 ,$0.00 ,$34.95 ,$2.45 
Front Street,TrueBlue Pets,10,$159.90 ,0,$0.00 ,($12.80),$147.10 ,$10.30 
Front Street,Tuesday's Natural Dog Co,268,"$2,635.32 ",0,$0.00 ,($34.56),"$2,600.76 ",$182.23 
Front Street,Tulum Handmade,9,$265.91 ,0,$0.00 ,$0.00 ,$265.91 ,$18.62 
Front Street,Ultra Oil,2,$58.98 ,0,$0.00 ,($9.50),$49.48 ,$3.46 
Front Street,Up Country,8,$209.92 ,0,$0.00 ,$0.00 ,$209.92 ,$14.70 
Front Street,VIP,72,"$1,457.28 ",0,$0.00 ,($8.50),"$1,448.78 ",$101.47 
Front Street,Vee Enterprises,16,$90.34 ,0,$0.00 ,($4.99),$85.35 ,$5.98 
Front Street,Victor,24,$521.76 ,0,$0.00 ,$0.00 ,$521.76 ,$36.54 
Front Street,Vital Essentials,338,"$2,164.62 ",0,$0.00 ,$0.00 ,"$2,164.62 ",$151.57 
Front Street,Wag & Brite,48,$719.52 ,0,$0.00 ,$0.00 ,$719.52 ,$50.40 
Front Street,Wee-Wee,1,$17.99 ,0,$0.00 ,$0.00 ,$17.99 ,$1.26 
Front Street,Weruva,66,$172.04 ,0,$0.00 ,($0.59),$171.45 ,$12.03 
Front Street,West Paw,21,$417.79 ,0,$0.00 ,($11.00),$406.79 ,$28.49 
Front Street,Wholistic Pet Organics,4,$125.96 ,0,$0.00 ,($3.00),$122.96 ,$8.61 
Front Street,Wicks For Wags,17,$286.83 ,0,$0.00 ,$0.00 ,$286.83 ,$20.09 
Front Street,Wild Meadow Farms,33,$409.67 ,0,$0.00 ,$0.00 ,$409.67 ,$28.70 
Front Street,Winnie Lou,30,$312.70 ,0,$0.00 ,$0.00 ,$312.70 ,$21.91 
Front Street,Woof,43,$647.57 ,0,$0.00 ,$0.00 ,$647.57 ,$45.36 
Front Street,Yeowww,91,$796.09 ,0,$0.00 ,$0.00 ,$796.09 ,$55.68 
Front Street,Yeti,43,$625.57 ,0,$0.00 ,$0.00 ,$625.57 ,$43.81 
Front Street,Zenta,322,$479.78 ,0,$0.00 ,($11.36),$468.42 ,$32.65 
Front Street,Zippy Paws,24,$344.76 ,0,$0.00 ,$0.00 ,$344.76 ,$24.14 
Lake Boone,2 hounds,11,$480.89 ,0,$0.00 ,$0.00 ,$480.89 ,$34.86 
Lake Boone,A Pup Above,25,"$1,207.75 ",0,$0.00 ,($138.98),"$1,068.77 ",$77.48 
Lake Boone,Adored Beast,13,$599.87 ,-1,($28.99),($14.50),$556.38 ,$40.35 
Lake Boone,Answers,6,$94.94 ,0,$0.00 ,$0.00 ,$94.94 ,$6.89 
Lake Boone,Ark Naturals,31,$422.69 ,0,$0.00 ,($8.77),$413.92 ,$30.00 
Lake Boone,Aroma Paws,18,$269.82 ,0,$0.00 ,$0.00 ,$269.82 ,$19.59 
Lake Boone,Austin & Kat,17,$499.83 ,0,$0.00 ,($67.00),$432.83 ,$31.35 
Lake Boone,Barker's Bowtique,10,$114.90 ,0,$0.00 ,$0.00 ,$114.90 ,$8.31 
Lake Boone,Baydog,3,$70.97 ,0,$0.00 ,$0.00 ,$70.97 ,$5.15 
Lake Boone,Big Spoon Roasters,6,$77.94 ,0,$0.00 ,$0.00 ,$77.94 ,$5.64 
Lake Boone,Bitter Apple,3,$32.97 ,0,$0.00 ,$0.00 ,$32.97 ,$2.39 
Lake Boone,Bocce's Bakery,53,$455.47 ,0,$0.00 ,($31.24),$424.23 ,$30.79 
Lake Boone,Body Parts,1855,"$6,329.55 ",-1,($1.49),($168.59),"$6,159.47 ",$446.64 
Lake Boone,Bones & Co,135,"$2,947.65 ",-1,($7.99),($308.34),"$2,631.32 ",$190.80 
Lake Boone,BoxieCat,17,$548.83 ,0,$0.00 ,($129.48),$419.35 ,$30.40 
Lake Boone,Bradley Caldwell,205,$668.95 ,0,$0.00 ,($21.37),$647.58 ,$47.05 
Lake Boone,Brilliant Salmon Oil,4,$127.96 ,0,$0.00 ,($44.99),$82.97 ,$6.02 
Lake Boone,Bubba Rose,10,$97.46 ,0,$0.00 ,$0.00 ,$97.46 ,$7.05 
Lake Boone,Buddy Bags,1,$16.99 ,0,$0.00 ,$0.00 ,$16.99 ,$1.23 
Lake Boone,Butcher's Block,42,"$1,007.58 ",0,$0.00 ,($94.98),$912.60 ,$66.23 
Lake Boone,Calm Paws,3,$105.97 ,-1,($15.99),$0.00 ,$89.98 ,$6.52 
Lake Boone,Canada Pooch,2,$80.98 ,-1,($38.99),$0.00 ,$41.99 ,$3.04 
Lake Boone,Canidae,13,$550.87 ,0,$0.00 ,($152.98),$397.89 ,$28.86 
Lake Boone,Canine Caviar,31,"$1,298.69 ",-1,($28.99),($21.15),"$1,248.55 ",$90.54 
Lake Boone,Canophera,21,$380.79 ,0,$0.00 ,$0.00 ,$380.79 ,$27.61 
Lake Boone,Carna4,25,"$1,912.75 ",-4,($229.96),($169.99),"$1,512.80 ",$109.65 
Lake Boone,Cat,14,$13.86 ,0,$0.00 ,$0.00 ,$13.86 ,$0.99 
Lake Boone,Chasing Our Tails,2,$46.98 ,0,$0.00 ,$0.00 ,$46.98 ,$3.41 
Lake Boone,Chilly Dog,13,$83.87 ,0,$0.00 ,$0.00 ,$83.87 ,$6.10 
Lake Boone,Coastal,21,$289.79 ,-1,($14.99),$0.00 ,$274.80 ,$19.90 
Lake Boone,Colorado Pet Treats,40,$744.60 ,0,$0.00 ,($21.99),$722.61 ,$52.37 
Lake Boone,Core,4,$92.96 ,0,$0.00 ,$0.00 ,$92.96 ,$6.73 
Lake Boone,Cost Less Distributing,3,$29.97 ,0,$0.00 ,$0.00 ,$29.97 ,$2.17 
Lake Boone,Crump's Naturals,94,"$1,289.06 ",0,$0.00 ,($73.50),"$1,215.56 ",$88.13 
Lake Boone,Dexypaws,12,$225.39 ,0,$0.00 ,$0.00 ,$225.39 ,$16.34 
Lake Boone,Dezi & Roo,24,$188.76 ,0,$0.00 ,($26.97),$161.79 ,$11.70 
Lake Boone,Dog Treats,6,$108.94 ,0,$0.00 ,($12.00),$96.94 ,$7.02 
Lake Boone,Dog Wash,5,$100.00 ,0,$0.00 ,($20.00),$80.00 ,$0.00 
Lake Boone,Dogline,1,$39.99 ,0,$0.00 ,$0.00 ,$39.99 ,$2.90 
Lake Boone,Dooloop,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.65 
Lake Boone,Dr. Elsey's,13,$318.85 ,0,$0.00 ,$0.00 ,$318.85 ,$23.09 
Lake Boone,Earth Animal,3,$57.97 ,0,$0.00 ,$0.00 ,$57.97 ,$4.20 
Lake Boone,Earth Rated,49,$575.51 ,0,$0.00 ,($5.89),$569.62 ,$41.36 
Lake Boone,Earthborn,45,"$1,990.55 ",0,$0.00 ,($197.37),"$1,793.18 ",$129.97 
Lake Boone,Ethical Cat,13,$72.87 ,0,$0.00 ,$0.00 ,$72.87 ,$5.27 
Lake Boone,Evanger'S,378,"$1,176.72 ",-26,($86.04),($8.98),"$1,081.70 ",$78.43 
Lake Boone,Ezydog,16,$587.84 ,-3,($119.97),$0.00 ,$467.87 ,$33.91 
Lake Boone,Farmina Pet Foods,60,$529.30 ,0,$0.00 ,($216.97),$312.33 ,$22.65 
Lake Boone,Flexi,4,$134.96 ,0,$0.00 ,$0.00 ,$134.96 ,$9.79 
Lake Boone,Fluff & Tuff,109,"$1,886.91 ",0,$0.00 ,($32.55),"$1,854.36 ",$134.42 
Lake Boone,From The Field,26,$120.24 ,0,$0.00 ,$0.00 ,$120.24 ,$8.72 
Lake Boone,Fromm,315,"$5,612.35 ",-2,($29.98),($393.47),"$5,188.90 ",$376.14 
Lake Boone,Front Porch Pets,17,$338.83 ,0,$0.00 ,($20.99),$317.84 ,$23.03 
Lake Boone,Fruitables,35,$291.65 ,0,$0.00 ,$0.00 ,$291.65 ,$21.13 
Lake Boone,FuzzYard,4,$39.96 ,-1,($9.99),$0.00 ,$29.97 ,$2.16 
Lake Boone,Giftable World,18,$254.82 ,-1,($19.99),($6.99),$227.84 ,$16.52 
Lake Boone,Glacier Peak Holistics,8,$951.92 ,-1,($118.99),$0.00 ,$832.93 ,$60.39 
Lake Boone,Go Cat Feathers,27,$266.73 ,0,$0.00 ,$0.00 ,$266.73 ,$19.34 
Lake Boone,Goli Design,10,$109.90 ,0,$0.00 ,$0.00 ,$109.90 ,$7.98 
Lake Boone,Grandma Lynch,5,$49.95 ,0,$0.00 ,$0.00 ,$49.95 ,$3.62 
Lake Boone,Green Element,5,$124.95 ,0,$0.00 ,$0.00 ,$124.95 ,$9.06 
Lake Boone,Green Juju,24,$614.76 ,-1,($34.99),($69.98),$509.79 ,$36.99 
Lake Boone,Green Pet,3,$159.97 ,-1,($49.99),$0.00 ,$109.98 ,$7.98 
Lake Boone,Happy Howie's,187,$386.13 ,0,$0.00 ,($3.41),$382.72 ,$27.77 
Lake Boone,Home Range,48,$453.52 ,0,$0.00 ,$0.00 ,$453.52 ,$32.89 
Lake Boone,Homeopet,3,$59.97 ,0,$0.00 ,$0.00 ,$59.97 ,$4.34 
Lake Boone,Hugglehounds,26,$401.74 ,0,$0.00 ,($0.94),$400.80 ,$29.07 
Lake Boone,Huxley & Kent,7,$99.93 ,0,$0.00 ,$0.00 ,$99.93 ,$7.25 
Lake Boone,Icelandic+,21,$143.79 ,0,$0.00 ,$0.00 ,$143.79 ,$10.43 
Lake Boone,Imagine That Design,5,$243.95 ,-3,($158.97),$0.00 ,$84.98 ,$6.15 
Lake Boone,Imagine This Design,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.36 
Lake Boone,Inaba,48,$215.52 ,0,$0.00 ,($11.23),$204.29 ,$14.84 
Lake Boone,Inclover,41,"$1,197.59 ",-2,($77.98),($91.48),"$1,028.13 ",$74.52 
Lake Boone,Ithaca Acres,4,$43.96 ,0,$0.00 ,($21.98),$21.98 ,$1.60 
Lake Boone,K9 Granola Factory,58,$533.76 ,0,$0.00 ,$0.00 ,$533.76 ,$38.69 
Lake Boone,KOHA,49,$337.61 ,0,$0.00 ,$0.00 ,$337.61 ,$24.50 
Lake Boone,Kennel Master,23,$614.77 ,0,$0.00 ,$0.00 ,$614.77 ,$44.54 
Lake Boone,Kitty Boinks,15,$39.35 ,0,$0.00 ,$0.00 ,$39.35 ,$2.84 
Lake Boone,Kong,46,$530.54 ,0,$0.00 ,$0.00 ,$530.54 ,$38.46 
Lake Boone,Lambwolf,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.72 
Lake Boone,Lightning Dog,1,$13.99 ,0,$0.00 ,$0.00 ,$13.99 ,$1.01 
Lake Boone,Lotus,34,$116.66 ,0,$0.00 ,($17.45),$99.21 ,$7.18 
Lake Boone,Lupine,64,"$1,010.36 ",0,$0.00 ,$0.00 ,"$1,010.36 ",$73.20 
Lake Boone,MYOS,8,$319.92 ,0,$0.00 ,($24.99),$294.93 ,$21.38 
Lake Boone,Magic Carpet,2,$81.98 ,0,$0.00 ,$0.00 ,$81.98 ,$5.95 
Lake Boone,Magic Cat Co,4,$30.96 ,0,$0.00 ,$0.00 ,$30.96 ,$2.24 
Lake Boone,Messy Mutts,27,$277.73 ,0,$0.00 ,($1.49),$276.24 ,$20.03 
Lake Boone,Midwest,1,$3.99 ,0,$0.00 ,$0.00 ,$3.99 ,$0.29 
Lake Boone,Moderna,8,$71.42 ,0,$0.00 ,$0.00 ,$71.42 ,$5.18 
Lake Boone,Molly Mutt,1,$64.99 ,0,$0.00 ,$0.00 ,$64.99 ,$4.71 
Lake Boone,Mountain Dog,16,$436.84 ,0,$0.00 ,$0.00 ,$436.84 ,$31.67 
Lake Boone,Multipet,19,$211.81 ,0,$0.00 ,$0.00 ,$211.81 ,$15.34 
Lake Boone,My Perfect Pet,4,$165.96 ,0,$0.00 ,$0.00 ,$165.96 ,$12.05 
Lake Boone,Natural Immunogenics,4,$78.96 ,0,$0.00 ,$0.00 ,$78.96 ,$5.73 
Lake Boone,Nature Cide,5,$32.95 ,0,$0.00 ,$0.00 ,$32.95 ,$2.39 
Lake Boone,Nature Valley,20,$546.30 ,0,$0.00 ,($24.00),$522.30 ,$37.86 
Lake Boone,Natures Logic,342,"$12,893.98 ",-15,($152.85),"($1,717.99)","$11,023.14 ",$799.27 
Lake Boone,Necoichi,20,$565.80 ,-1,($26.99),$0.00 ,$538.81 ,$39.07 
Lake Boone,New Zealand Naturals,6,$264.94 ,0,$0.00 ,($16.00),$248.94 ,$18.04 
Lake Boone,Nexderma,3,$101.97 ,-1,($37.99),$0.00 ,$63.98 ,$4.65 
